CourseCategory,InstRating,Lectures,Duration,AvgRating,LastUpdated,Fee,Discount,cbrt_NumberRatings,cbrt_Enrollment,cbrt_Student,cbrt_Review
it_software,4.1,120.0,15.216666666666669,4.6,6.0,20.99,92.0,7.952847627744924,14.380709767060178,20.387445819238124,8.036293432685742
business,4.5,56.0,9.933333333333334,4.4,6.0,21.99,71.0,13.892026550371671,26.446432672005827,105.13491350034136,69.75732292089708
programming,4.6,62.0,4.95,4.6,8.0,19.99,81.0,20.753737169816247,33.33422219851957,87.55182779881764,63.72834071326919
lifestyle,4.5,103.0,5.683333333333334,4.4,6.0,16.99,89.0,7.685732843416645,11.816657504675014,12.298089464640999,7.937005259840997
programming,4.7,35.0,2.1,4.7,7.0,9.8494,92.0,18.06560422456163,27.762878528392577,60.77043518744851,44.324902134719956
business,4.6,20.0,4.05,4.6,8.0,16.99,85.0,5.129927840030091,10.221714600571513,13.011823562679217,10.534279499831536
programming,4.6,66.0,10.116666666666667,4.3,8.0,16.99,87.0,6.588532274527865,10.705694700627927,14.838262329746103,10.27250656301095
lifestyle,4.6,63.0,5.55,4.5,6.0,19.99,84.0,9.244335465376484,16.1993293427589,18.316421502505605,11.242546503231871
marketing,4.4,25.0,2.4333333333333336,4.4,6.0,19.99,92.0,19.16114102423863,32.137107025494075,43.97691626634713,21.897595699439446
it_software,4.4,121.0,18.95,4.4,8.0,21.99,88.0,11.103702468586786,18.049247851450172,28.711770233224463,13.25910137710169
it_software,4.2,157.0,23.466666666666665,4.1,6.0,16.99,90.0,12.682651410769994,25.237208827016573,54.200897757945,20.991682269042037
it_software,4.2,64.0,6.833333333333333,4.3,7.0,21.99,32.0,8.077374240743946,15.641779307992008,16.126599805218188,8.608752581806055
personal_development,4.3,29.0,1.8166666666666669,4.3,10.0,16.99,72.0,5.078753078132701,8.12309620089136,8.12309620089136,5.078753078132701
it_software,4.6,50.0,5.9,4.5,6.0,16.99,51.0,13.070621575759201,22.0932679480726,80.30322423620238,42.1237844777188
it_software,4.5,17.0,4.033333333333333,4.5,8.0,19.99,89.0,7.268482371328558,12.282642359517341,20.817004093317017,12.982224225776996
programming,4.6,80.0,7.65,4.7,7.0,16.99,92.0,9.857992945359126,24.233825612098457,37.83702129603972,17.727373139112075
programming,4.3,293.0,23.633333333333333,4.4,6.0,13.135,32.0,13.611783328671194,26.188472678958146,58.92070166452574,26.000986155889436
personal_development,4.5,36.0,2.7333333333333334,4.6,6.0,17.99,86.0,15.611748765082414,26.682143793235674,38.46429477682513,24.2531083272506
lifestyle,4.5,61.0,5.2,4.6,6.0,16.99,89.0,9.169622554545803,18.499391263144986,25.84623242969886,12.597110280456922
personal_development,4.5,105.0,11.016666666666667,4.2,6.0,16.99,88.0,12.189133026849488,32.173214353720326,126.24136986395587,62.60388057888053
it_software,4.6,52.0,6.333333333333333,4.4,6.0,16.99,51.0,8.358678392762464,12.450470673538849,16.371515098581696,12.641068648632707
lifestyle,4.3,35.0,5.733333333333333,4.4,6.0,19.99,50.0,10.196128224222164,16.117622769674405,18.901615158291982,13.188572908223223
business,4.4,28.0,3.733333333333333,4.4,6.0,16.99,91.0,11.23726955033121,16.553545058286723,16.553545058286723,11.23726955033121
design,4.6,77.0,8.933333333333334,4.7,6.0,23.99,83.0,11.0466339740363,25.216257251384484,50.38240126297296,31.40569764215876
it_software,4.2,51.0,5.466666666666667,3.8,7.0,15.873,75.0,5.593444710406985,11.452227784898625,19.88938939241475,10.714412696907731
programming,4.6,53.0,5.233333333333333,4.6,6.0,23.99,91.0,18.97596221461422,27.68438084292118,38.1721185764826,27.141008975862114
business,4.3,422.0,32.2,4.3,6.0,17.99,83.0,10.056348554323723,17.58947373321851,32.814384925731304,18.791817776365995
marketing,4.7,91.0,2.183333333333333,4.4,7.0,16.99,85.0,11.637295734993923,21.33403860515595,57.20384589525801,37.233728611045265
business,4.3,94.0,4.766666666666667,4.2,6.0,20.99,80.0,11.830963399401433,19.076331894217468,34.03715661075586,18.40639349336567
programming,4.6,67.0,7.816666666666666,4.6,7.0,12.0398,60.0,15.216130152804425,31.761904726226163,50.209256347227864,31.567420890754338
business,4.5,33.0,2.5166666666666666,4.4,6.0,16.99,92.0,17.09747919477477,28.370086866935715,73.24748678024685,49.30258411710624
business,4.5,63.0,3.85,4.5,6.0,17.99,78.0,20.092075455024496,35.77404775171348,105.12664989589508,69.75739142218046
programming,4.5,78.0,7.9,4.5,7.0,10.9446,90.0,22.854149533612972,39.50515341617815,74.04197764395026,44.79162922898139
business,4.5,12.0,1.4,4.2,6.0,149.99,88.0,8.815159819493001,16.360314514630325,32.281052957672614,17.842242808912694
business,4.4,72.0,5.766666666666667,4.1,6.0,16.99,88.0,15.053144819505858,43.66708103900109,68.42026348098435,31.248095883981307
programming,4.5,70.0,12.666666666666666,4.6,6.0,16.99,69.0,13.399806932690193,21.737937557733645,45.41411969369511,23.799839934897886
programming,4.3,51.0,6.066666666666666,4.4,8.0,21.99,84.0,13.11340623955336,25.318589450956715,93.15970554558416,37.84982278919351
lifestyle,4.5,67.0,5.25,4.6,8.0,23.99,67.0,9.169622554545803,17.49305847143563,21.77596318198521,11.639756571551729
programming,4.5,118.0,20.216666666666665,4.5,6.0,16.99,50.0,18.9963058376554,30.581970668563034,76.86821783426342,57.80632985038967
business,4.5,148.0,102.75,4.4,7.0,16.99,92.0,9.045041696510275,14.17634095064954,45.4125034293176,29.75240665039779
programming,4.4,74.0,13.083333333333334,4.0,7.0,20.99,92.0,6.324703543417371,11.918428241927778,36.06854225555034,20.95986286645706
personal_development,4.7,29.0,2.1166666666666667,4.7,6.0,16.99,62.0,24.653348869634534,38.3009346076018,39.89849262421368,27.271158832360463
marketing,4.3,27.0,4.516666666666667,4.3,6.0,17.99,83.0,5.758965220492401,8.688962971537224,11.705809567636177,7.040580616713472
design,4.1,30.0,2.6333333333333333,4.3,8.0,21.99,89.0,6.439276695638908,10.746257936771446,18.189358993268694,8.845085421832664
marketing,4.5,43.0,5.55,4.4,6.0,20.99,82.0,10.863322560303303,25.879621025054227,34.68174065026886,16.341612721334677
personal_development,4.5,128.0,9.55,4.4,6.0,19.99,51.0,18.805023555678027,33.1584058391909,47.31655933217567,31.122649726029554
programming,4.5,37.0,1.8333333333333333,4.5,7.0,9.3018,76.0,22.0761821708892,30.453121570831435,31.019065621838926,22.101459742649023
programming,4.5,74.0,3.8333333333333335,4.4,7.0,11.4922,85.0,27.8950150178676,44.25148685780292,76.86336594383073,57.80632985038967
business,4.1,177.0,5.1,4.1,8.0,16.99,91.0,9.590093948322178,16.924695755290834,48.4113945350978,19.77583011395623
programming,4.5,112.0,7.716666666666667,4.6,8.0,16.99,90.0,18.098228411407455,28.245293809712898,37.05324692912011,20.15709614259344
personal_development,4.6,93.0,6.733333333333333,4.7,9.0,17.99,70.0,22.049475428994665,37.79926465727017,72.20191521994981,49.271984653471414
lifestyle,4.6,123.0,8.066666666666666,4.6,7.0,16.99,89.0,11.021994559939088,18.97225868444656,19.005538551545307,11.12798177869454
design,4.5,27.0,2.6666666666666665,4.6,6.0,21.99,51.0,23.835096396978898,36.67799466336023,52.856619703333706,27.904436116686327
business,4.5,45.0,4.083333333333333,4.5,6.0,16.99,90.0,12.81188674439348,27.794844031119077,105.12664989589508,69.75732292089708
it_software,4.3,65.0,16.783333333333335,4.3,6.0,51.99,89.0,7.640321249615054,14.571584187569334,22.937448182981292,15.409461774175035
personal_development,4.4,42.0,3.4333333333333336,4.3,9.0,17.99,88.0,10.458643063511968,16.76848779185731,20.454589150673584,13.717111479562742
programming,4.5,77.0,8.05,4.6,6.0,12.0398,85.0,18.191373764994665,39.96267351250114,78.7948530913009,36.73761286748416
business,4.5,98.0,4.916666666666667,4.6,6.0,19.99,88.0,27.018277519163156,41.939254588722974,50.10882961709346,31.585473748574437
programming,4.5,153.0,13.65,4.6,6.0,21.99,86.0,7.355762368401103,15.804922890493998,118.7627975127481,70.99060908659108
it_software,4.4,83.0,18.383333333333333,4.1,6.0,16.99,72.0,6.839903786706788,13.153987330988574,38.04542121753781,15.007403752436153
business,4.3,45.0,6.216666666666667,4.5,6.0,16.99,80.0,7.0673766147219546,13.653036844384937,20.410676200763994,7.835168826956222
lifestyle,4.4,98.0,10.25,4.4,9.0,28.99,58.0,11.676544921628004,23.455324810715002,23.455324810715002,11.676544921628004
business,4.5,120.0,9.0,4.5,6.0,20.99,83.0,11.59034075015526,22.785658365566526,47.31655933217567,31.122649726029554
lifestyle,4.5,17.0,3.183333333333333,4.5,6.0,19.99,84.0,13.991491428559337,23.776277471225157,27.918555848489273,17.21750516361211
design,4.4,74.0,3.4833333333333334,4.4,6.0,16.99,88.0,14.909079642340014,25.17004082259134,36.991719598209585,25.909448310169118
programming,4.4,54.0,7.7,4.5,6.0,12.0398,72.0,13.347623567607556,23.351867360405887,36.81352488059565,15.34461467619791
it_software,4.6,19.0,1.4833333333333334,4.6,6.0,38.99,88.0,12.300293028469675,25.551989280407653,53.53103274272799,28.49050673865748
it_software,4.4,137.0,9.416666666666666,4.3,6.0,16.99,86.0,15.879300093722167,26.024631489966755,44.1576643967945,27.991068579936336
personal_development,4.7,74.0,13.7,4.7,9.0,23.99,88.0,18.805023555678027,29.516700301708497,35.15145253054579,24.20199878761923
business,4.4,254.0,18.58333333333333,4.5,6.0,16.99,88.0,19.014762303806958,30.940921126279925,39.30853235612382,26.65918192717463
business,4.5,11.0,3.35,4.5,6.0,149.99,90.0,28.06532367259654,56.991893789269625,96.82257572848397,50.983334295724326
business,4.5,125.0,13.2,4.7,6.0,19.99,92.0,3.732511156817248,11.218761072865082,29.200747463195626,10.247173521670287
business,4.5,238.0,40.11666666666667,4.5,6.0,21.99,88.0,9.65131663422606,18.17221538368308,18.171205928321395,9.65131663422606
business,4.2,28.0,2.2,4.2,6.0,21.99,92.0,13.366307275601356,23.43774073826799,32.226260999015814,18.72170547200888
it_software,4.5,62.0,5.116666666666666,4.5,6.0,17.99,85.0,29.229647126468752,49.557427482925334,78.09729257458346,45.1927534262081
business,4.4,81.0,8.816666666666666,4.4,6.0,23.99,90.0,12.978267436679197,17.881943444943616,17.881943444943616,12.978267436679197
programming,4.2,113.0,14.4,4.0,6.0,10.9446,80.0,7.657413747855264,13.1636126727307,38.59430415208507,14.239090860613139
programming,4.7,178.0,14.716666666666669,4.7,6.0,21.99,74.0,30.19100356268622,52.654691147457925,82.55136073354583,54.92220406132286
programming,4.5,40.0,18.8,4.3,7.0,109.5126,89.0,25.463872973088815,52.006286222283464,104.64155933312708,62.658944775610905
it_software,4.6,61.0,5.3,4.6,8.0,13.6826,88.0,23.373242358808827,34.603971165924605,63.11242209286401,39.83284411242242
it_software,4.5,27.0,1.8,4.5,9.0,17.99,69.0,31.36678435492888,55.197745479579034,60.03414722909235,36.69508357249248
personal_development,4.5,142.0,10.766666666666667,4.3,13.0,20.99,55.0,12.469793731972707,24.12893570518635,48.414238917861994,29.4649588721976
business,4.6,234.0,16.466666666666665,4.5,6.0,16.99,62.0,15.522340313815867,28.04160481602191,33.54053161974846,20.915762320933673
design,4.5,68.0,4.0,4.3,6.0,16.99,51.0,7.634606721492309,14.472003052525356,19.230795487143638,10.228091217696715
business,4.4,136.0,8.216666666666667,4.5,6.0,21.99,85.0,15.74329940891789,26.076696609462395,43.21561078480725,28.11601523704498
design,4.3,66.0,7.116666666666666,4.0,8.0,27.99,84.0,6.471273626960365,11.0466339740363,25.381870626917888,14.149752978827287
design,4.4,34.0,3.333333333333333,4.4,8.0,16.99,51.0,18.007198766693293,30.343098199271495,36.986603379911756,25.909448310169118
programming,4.7,278.0,45.016666666666666,4.7,6.0,10.9446,84.0,27.884301493463468,41.43770592986193,60.77043518744851,44.324902134719956
personal_development,4.1,107.0,9.283333333333331,4.1,6.0,19.99,88.0,7.198404996481965,14.114703907171439,14.114703907171439,7.198404996481965
personal_development,4.2,63.0,9.566666666666666,4.3,7.0,51.99,83.0,10.01663896579312,23.471672521675742,35.259566841483675,20.92109467124834
lifestyle,4.6,44.0,8.9,4.6,6.0,64.99,83.0,13.685149162231863,23.157084754909093,26.40968423408713,15.587092105834957
programming,4.6,15.0,5.833333333333333,4.5,6.0,16.99,51.0,12.478362567331654,23.927442902573688,125.55704458979561,86.75635357241855
programming,4.7,66.0,15.45,4.7,8.0,11.4922,90.0,34.63539874560162,51.958423373742264,70.09605859797628,47.17858719433026
design,4.3,63.0,3.3166666666666664,4.2,6.0,19.99,91.0,12.193618448791355,27.18077144452048,51.032914802838775,24.56859853058426
it_software,4.5,70.0,6.1,4.7,9.0,16.99,80.0,11.39090276590806,18.64147679360284,29.81178459783429,20.140674875738227
programming,4.5,56.0,11.333333333333334,4.6,6.0,38.99,92.0,8.198175283056287,17.571138993493477,57.1649066692988,24.1655224719211
programming,4.6,278.0,24.58333333333333,4.6,7.0,25.99,32.0,10.67360659488778,20.3077405022284,65.84175433947826,48.599399361462574
programming,4.2,119.0,9.533333333333331,4.0,9.0,12.0398,88.0,18.927703091258373,49.668608445220514,64.22123953128298,25.959008384863324
it_software,4.1,93.0,20.55,4.2,6.0,21.99,87.0,7.691371680981177,16.833436808391372,28.898176391438895,16.728084504053346
programming,4.7,68.0,15.083333333333334,4.7,6.0,21.99,82.0,18.38077702568525,31.125058466689097,50.62131406380341,34.06935094922971
design,4.4,185.0,30.65,4.4,6.0,16.99,55.0,10.102283573448513,26.21760175327755,43.18828557543368,20.915762320933673
it_software,4.2,94.0,34.25,4.3,6.0,17.99,90.0,7.441018860736906,12.736304658840133,17.6281745702656,11.505353525062663
business,4.3,83.0,12.05,4.1,6.0,21.99,92.0,12.544375611323225,25.150031158273286,61.16189192072689,37.30691867337387
it_software,4.3,29.0,1.8166666666666669,4.3,6.0,16.99,92.0,7.204832147214521,11.084744890915193,11.084744890915193,7.204832147214521
design,4.3,43.0,4.816666666666666,4.2,6.0,20.99,81.0,5.808785733563704,10.281974316354447,13.838275036444589,6.333025531362916
business,4.3,55.0,3.8666666666666663,4.5,8.0,21.99,92.0,6.197154434741126,13.796372357404607,51.12337169986333,29.14670016693755
business,4.6,75.0,6.633333333333333,4.5,6.0,21.99,51.0,9.579208474780504,13.001972087408895,42.28658875456882,29.345065325479464
design,4.4,23.0,1.6166666666666667,4.3,7.0,64.99,91.0,7.719442629361642,14.449686898305519,16.878019578534783,8.828009924884206
it_software,4.0,143.0,21.7,3.9,6.0,17.99,75.0,5.6040786613107745,10.28512636263294,18.524680961430263,9.287044047375723
it_software,4.3,34.0,1.5833333333333337,4.3,6.0,16.99,77.0,14.039006864218562,20.89745930364785,20.898985779862457,14.039006864218562
business,4.4,69.0,3.65,4.3,9.0,20.99,84.0,14.538541933159095,20.760699954001065,33.16598344874553,24.999466655288487
it_software,4.4,183.0,19.933333333333334,4.5,9.0,20.99,85.0,9.711772294219713,19.083656971982286,44.1576643967945,27.991068579936336
it_software,4.6,173.0,7.483333333333333,4.6,6.0,19.99,87.0,12.173407994427802,19.751935931578274,30.124666410451766,15.533400054154562
business,4.2,75.0,6.45,4.4,10.0,16.99,89.0,6.6342874368674964,13.37562957411484,22.0151410921849,11.656953366502913
it_software,4.4,90.0,6.233333333333333,4.4,7.0,11.4922,91.0,8.549879733383484,16.940971746951128,31.251509260440415,11.868944280799884
lifestyle,4.3,27.0,2.5666666666666664,4.3,6.0,17.99,89.0,6.398827910357771,13.099823240238749,13.099823240238749,6.398827910357771
business,4.4,56.0,5.983333333333333,4.3,9.0,17.99,83.0,15.891188768061165,23.774508402954396,25.463872973088815,17.690170843665328
programming,4.8,46.0,5.133333333333334,4.8,7.0,20.99,87.0,17.010374290613917,25.02078271835724,33.782638750381025,21.173914754482098
it_software,4.6,47.0,2.1,4.4,9.0,16.99,64.0,8.276772529143361,12.663972957510074,19.182905792089077,14.627881916789157
it_software,4.1,129.0,18.133333333333333,4.2,6.0,19.99,90.0,8.406117991966163,17.257890390135387,38.96731866551829,20.563948632708893
personal_development,4.3,156.0,10.866666666666667,4.4,7.0,17.99,90.0,17.541940222756935,30.84417117587467,36.69706386586037,22.42360924863636
business,4.4,51.0,2.6666666666666665,4.4,7.0,16.99,77.0,21.843238259116013,31.097507752711927,42.034552066183906,31.590150751958394
it_software,4.3,238.0,19.4,4.2,8.0,21.99,92.0,9.636981200375264,19.39877414580333,43.90561724707936,17.648531685347205
programming,4.3,36.0,5.416666666666667,4.2,8.0,19.99,92.0,8.688962971537224,13.766536577971973,87.8429533691139,29.24329600175365
business,4.1,100.0,13.383333333333333,4.2,6.0,29.99,76.0,7.166095742031892,11.71310290881756,28.898176391438895,16.728084504053346
programming,4.7,77.0,13.066666666666666,4.6,6.0,9.3018,91.0,11.268857262663214,22.142327919564917,40.108455668423815,24.100848784692587
personal_development,4.7,124.0,12.366666666666667,4.7,6.0,25.99,32.0,18.492570671626,29.95177436967819,56.1595154285941,38.4663223793017
design,4.5,30.0,4.833333333333333,4.5,6.0,17.99,92.0,10.74048193031779,19.641962021390338,25.162672543240994,13.803373816285887
it_software,4.6,61.0,5.5,4.3,8.0,16.99,92.0,7.416859538532378,13.414642047969544,33.43411719351782,17.32033871546985
marketing,3.8,33.0,3.95,3.8,6.0,17.99,88.0,5.728654315982437,14.78965676144361,14.78965676144361,5.728654315982437
programming,4.6,464.0,62.1,4.5,7.0,16.99,67.0,4.7026693754415145,10.880243650829595,33.09705130372761,9.240433254923236
programming,4.1,193.0,18.416666666666668,4.0,6.0,21.99,49.0,18.699806493274377,30.8763720043545,36.79334512616468,22.633771005876213
design,4.0,71.0,5.0,4.1,8.0,21.99,89.0,6.018461654806453,10.8179400048236,11.008258261360146,6.31635959765638
design,4.5,110.0,19.48333333333333,4.3,6.0,19.99,92.0,15.153969703350198,29.414961456455696,42.21956072276496,22.75479913245765
design,4.6,25.0,1.8666666666666667,4.6,6.0,16.99,92.0,16.47286633155384,24.597831787221875,25.04525137643156,17.650671809261393
programming,4.5,82.0,10.65,4.6,6.0,21.99,45.0,33.03882788142934,57.50399468151439,116.31730407156998,77.35402282010756
programming,4.4,118.0,10.083333333333334,4.5,6.0,16.99,32.0,5.656652825822911,10.461689566178741,13.986381314361736,8.198175283056287
programming,4.1,77.0,8.066666666666666,4.1,9.0,9.8494,84.0,11.55799313030426,21.191001283521686,25.089810311305847,11.737348688848435
programming,4.6,70.0,15.333333333333334,4.6,7.0,12.0398,32.0,32.555408440426646,50.91630511941743,87.54486950424632,63.72834071326919
business,4.4,101.0,14.633333333333333,4.4,6.0,19.99,58.0,18.14492062657041,30.00222205763349,97.19876344060732,55.46525433898735
business,4.5,46.0,4.75,4.5,12.0,16.99,78.0,7.349596596552507,12.18688907741976,14.096275192685582,9.149757625439008
marketing,4.5,44.0,3.3166666666666664,4.6,9.0,16.99,60.0,9.62260298998748,16.32036547624439,41.11902750454317,24.88857074541368
programming,3.8,37.0,4.516666666666667,4.2,6.0,19.99,51.0,5.14256318131647,7.829735282337727,11.39090276590806,6.51868391517377
it_software,4.6,76.0,7.116666666666666,4.7,8.0,16.99,89.0,19.67732194153242,34.872186880999735,65.27129216117478,35.66562821483278
programming,4.5,100.0,13.6,4.5,6.0,21.99,85.0,12.783393177033872,40.92550422568216,46.196544034132984,14.116376860121463
it_software,4.2,46.0,10.433333333333334,4.1,7.0,9.8494,87.0,7.126935967201602,13.09010382485845,40.51947445271874,19.585641295313785
lifestyle,4.6,54.0,5.583333333333333,4.6,9.0,119.99,81.0,13.115344372339422,21.73934828767191,21.804746041834147,13.161688730482787
business,4.4,31.0,2.8166666666666664,4.4,6.0,17.99,91.0,18.12160459583651,25.5387083528149,39.30853235612382,26.65918192717463
personal_development,4.6,241.0,11.05,4.7,8.0,49.99,69.0,13.55578199428645,29.152976795385943,52.04212562778066,23.654184605796328
personal_development,4.5,57.0,3.8333333333333335,4.6,6.0,19.99,88.0,9.045041696510275,23.789242602171484,26.736811852975443,9.926122218065363
personal_development,4.4,32.0,6.816666666666666,4.4,6.0,16.99,73.0,7.198404996481965,13.29125624245195,13.29125624245195,7.198404996481965
programming,4.3,126.0,16.8,4.2,6.0,12.0398,90.0,14.459259399878608,26.134900439367957,32.86229732799504,19.596931353544825
programming,4.5,66.0,6.616666666666667,4.5,7.0,17.99,60.0,13.325133847554982,21.825058859080755,38.19749442188306,21.363293408489582
lifestyle,4.4,40.0,3.6,4.4,6.0,28.99,89.0,11.515417255122571,18.683587265218826,18.685496871453015,11.515417255122571
design,4.5,94.0,3.75,4.4,6.0,21.99,85.0,9.619001716077047,24.077297077438352,56.76314974054297,27.68220607340738
personal_development,4.7,54.0,2.7666666666666666,4.7,7.0,20.99,55.0,34.302094520867634,51.41743769860126,56.1595154285941,38.4663223793017
business,4.2,54.0,12.083333333333334,4.3,6.0,16.99,92.0,8.344341008882852,13.457111260006766,20.480846675201718,10.927903146554154
lifestyle,4.7,154.0,8.366666666666667,4.8,6.0,16.99,89.0,10.043146900085826,14.989622451718102,16.281477448030486,11.698507126834198
lifestyle,4.4,66.0,7.183333333333334,4.4,6.0,20.99,32.0,10.528268497385245,18.65681169145377,18.65776928585526,10.528268497385245
it_software,4.5,132.0,11.366666666666667,4.5,10.0,20.99,58.0,13.736570910639982,29.609380396844855,78.08362716062277,45.1927534262081
programming,4.4,61.0,8.3,4.4,6.0,32.99,88.0,12.894611454533829,22.306991044756202,49.539233596199125,28.59198758384936
lifestyle,4.7,12.0,2.4333333333333336,4.6,8.0,16.99,84.0,12.317893185587218,20.74289687681776,32.967215680713025,18.364977488920722
programming,4.6,46.0,3.25,4.6,6.0,16.99,58.0,11.91608117053154,19.641962021390338,22.56916985508572,15.622682322899529
business,4.4,91.0,5.233333333333333,4.4,6.0,28.99,77.0,9.969909547282054,15.273501343643318,19.50624389135664,12.992105660727555
it_software,4.5,69.0,18.166666666666668,4.7,7.0,9.3018,89.0,11.747019011401022,19.781794645784032,50.67666777028701,35.87249129587879
programming,3.8,429.0,90.1,3.8,6.0,19.99,81.0,7.2621674399379685,12.37474917017017,12.525282163833907,7.355762368401103
marketing,4.6,15.0,5.933333333333334,4.6,6.0,20.99,81.0,13.517581117859518,21.119500102952053,23.589667985232623,16.29404226043203
lifestyle,4.5,75.0,10.433333333333334,4.5,8.0,17.99,77.0,8.051747881199379,16.172610325032835,27.918555848489273,17.21750516361211
it_software,4.5,47.0,6.616666666666667,4.5,11.0,16.99,89.0,15.227639001025146,24.682381837025893,29.81178459783429,20.140674875738227
programming,4.5,37.0,4.05,4.4,6.0,20.99,88.0,11.27934724522742,21.85231662255672,74.0377820212598,44.79162922898139
personal_development,4.3,32.0,3.983333333333333,4.2,6.0,19.99,89.0,5.528774813678872,9.06942198073606,12.590805419403516,7.459035925891642
programming,4.6,87.0,11.7,4.7,6.0,21.99,89.0,12.86648351223739,27.435994394718907,87.55182779881764,63.72834071326919
programming,4.4,87.0,18.816666666666663,4.6,7.0,16.99,86.0,10.449492889931228,21.401933036437782,33.30299461746928,17.547354736411094
it_software,4.2,14.0,6.15,4.3,6.0,9.8494,87.0,8.363446607369195,11.637295734993923,21.103046062639233,9.597337224450666
business,4.4,88.0,8.25,4.5,9.0,17.99,62.0,11.336696425993166,16.535278054861152,20.450604852557543,14.027158166999318
design,4.7,118.0,11.816666666666666,4.7,6.0,19.99,51.0,12.260507436149457,24.56749402606333,67.90030083959013,45.597785108383505
personal_development,4.7,31.0,2.65,4.8,6.0,16.99,89.0,10.131594038201772,18.30946388568048,47.96365883536451,30.672231714273206
programming,4.4,72.0,18.416666666666668,4.7,6.0,16.99,67.0,9.352285751899476,16.640670584415233,24.234393188874833,12.180152266164477
programming,4.5,177.0,19.633333333333333,4.3,6.0,10.9446,90.0,12.36385589942567,26.03102804558101,67.249312467923,38.537378664253964
it_software,4.4,274.0,21.28333333333333,4.2,7.0,21.99,74.0,5.078753078132701,8.504034993146384,11.71310290881756,8.247473974122567
business,4.6,214.0,26.2,4.6,6.0,23.99,83.0,8.031128718260156,15.968688765382149,39.480789676068724,21.103046062639233
marketing,4.5,27.0,1.85,4.5,6.0,51.99,60.0,9.4949187970468,16.98961303203733,52.01331020222517,29.80015314546764
business,4.5,24.0,4.3,4.5,9.0,28.99,56.0,20.92109467124834,32.22337204687133,45.4125034293176,29.75240665039779
lifestyle,4.4,81.0,8.5,4.5,7.0,17.99,88.0,10.357096426947738,16.397590365782037,28.492970462877537,18.29453687442829
marketing,4.7,120.0,2.6666666666666665,4.7,6.0,19.99,83.0,34.27118762907858,54.32632760822928,57.20384589525801,37.233728611045265
it_software,4.7,515.0,15.55,4.6,8.0,10.9446,43.0,11.065722246465494,19.78605282454604,38.94403544325756,19.882646083068472
lifestyle,4.7,57.0,10.333333333333334,4.7,6.0,19.99,87.0,14.513265703660158,21.56443621904537,21.58019446542979,14.513265703660158
business,4.6,63.0,11.133333333333333,4.6,6.0,19.99,90.0,12.93258991251205,22.948213669200914,73.95517129023337,46.54379809871459
programming,4.2,19.0,2.2,4.2,13.0,9.3018,43.0,8.776382955329128,14.717682763782065,18.303496002635274,10.537282430296312
business,4.2,43.0,9.283333333333331,4.0,7.0,21.99,86.0,8.036293432685742,15.824913960234895,19.86999003503825,9.20516408251589
it_software,4.5,15.0,3.783333333333333,4.6,6.0,9.8494,67.0,10.71150827478199,18.77575719329679,48.46027142968475,28.451852634937737
it_software,4.5,70.0,13.083333333333334,4.6,10.0,17.99,87.0,17.303655658801148,29.381792604516654,45.30070220003174,23.49101814590526
it_software,4.5,123.0,22.266666666666666,4.5,6.0,17.99,87.0,24.364235878373606,40.94360678472928,78.09729257458346,45.1927534262081
business,4.6,12.0,1.6333333333333333,4.4,6.0,16.99,74.0,9.513369909906107,17.318116164602962,39.52031215093258,24.302310290825147
design,4.2,162.0,19.383333333333333,4.2,6.0,23.99,90.0,18.508153211690516,38.01338402044186,56.389503940199816,23.783351113136348
programming,4.7,120.0,16.5,4.3,6.0,9.8494,86.0,20.236362305619195,40.86631053460569,95.28666871433458,65.60089727109022
programming,4.2,230.0,17.683333333333334,4.3,7.0,16.99,90.0,10.003332222839095,18.60110218157454,33.546456671387354,16.74474476853688
programming,4.6,75.0,13.116666666666667,4.6,6.0,16.99,85.0,11.698507126834198,22.540339157296746,24.801630139117545,14.841289619910635
business,4.5,104.0,15.133333333333333,4.5,6.0,16.99,32.0,9.004113346093702,17.224249192959675,73.25202190522936,49.30258411710624
programming,4.0,165.0,27.75,4.4,7.0,9.3018,89.0,8.420245947946572,16.277704220213323,68.73637415912197,37.52904416583061
programming,4.6,176.0,13.966666666666669,4.5,6.0,9.3018,67.0,17.102039130767686,30.03883858599847,51.87036248280057,27.507986660973394
lifestyle,4.6,63.0,4.916666666666667,4.6,6.0,16.99,91.0,16.913050852924943,41.11981608269115,48.93995143126833,20.156275714567677
programming,4.5,181.0,17.2,4.5,6.0,20.99,53.0,9.847692004789668,15.968688765382149,45.30070220003174,23.49101814590526
it_software,4.2,40.0,2.35,4.3,9.0,9.3018,83.0,13.517581117859518,23.471672521675742,46.98732116129049,18.543118319763977
it_software,4.2,105.0,15.183333333333334,4.3,6.0,19.99,88.0,8.745984552117223,16.572985528362985,36.39357250757839,22.730954555025296
it_software,4.2,37.0,2.95,4.2,9.0,16.99,92.0,8.315517494203828,13.647670084066132,36.17863884284971,18.263610288950503
personal_development,4.7,43.0,7.833333333333333,4.7,6.0,17.99,74.0,18.521766442665765,36.115626172243225,50.03144688438951,31.81336674199124
design,4.7,45.0,4.6,4.8,6.0,17.99,64.0,11.289817752279635,19.551692782345192,28.432073794614798,13.308216604844308
lifestyle,4.5,299.0,7.666666666666667,4.2,6.0,16.99,90.0,8.763380887467775,17.224249192959675,29.31678072091138,15.262061585524798
